version,alertid,impact,Alert version,date,time,sessionduration,ident,name,spoofed,category,address,Address category,Address address,Service name,sport,dport
0.1,1,unknown,1,03/07/2000,10:50:01,00:00:05,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.20,tcp,47496,23
0.1,2,unknown,1,03/07/2000,10:50:02,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.115.20,ipv4-addr,202.77.162.213,tcp,1023,514
0.1,3,unknown,1,03/07/2000,10:50:02,00:00:01,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.115.20,ipv4-addr,202.77.162.213,tcp,1022,514
0.1,4,unknown,1,03/07/2000,10:50:03,00:00:01,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.115.20,ipv4-addr,202.77.162.213,tcp,1022,514
0.1,5,unknown,1,03/07/2000,10:50:04,00:00:01,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.115.20,ipv4-addr,202.77.162.213,tcp,1021,514
0.1,6,unknown,1,03/07/2000,10:50:06,00:00:01,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.20,tcp,1023,514
0.1,7,unknown,1,03/07/2000,10:50:07,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.20,tcp,1022,1021
0.1,8,unknown,1,03/07/2000,10:50:21,00:00:01,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.10,tcp,47502,23
0.1,9,unknown,1,03/07/2000,10:50:21,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.20,tcp,1023,514
0.1,10,unknown,1,03/07/2000,10:50:21,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.20,tcp,1022,1020
0.1,11,unknown,1,03/07/2000,10:50:21,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.115.20,ipv4-addr,255.255.255.255,udp,33786,9325
0.1,12,unknown,1,03/07/2000,10:50:21,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.112.10,ipv4-addr,202.77.162.213,tcp,1023,514
0.1,13,unknown,1,03/07/2000,10:50:21,00:00:01,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.112.10,ipv4-addr,202.77.162.213,tcp,1022,514
0.1,14,unknown,1,03/07/2000,10:50:37,00:00:01,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,tcp,47512,23
0.1,15,unknown,1,03/07/2000,10:50:37,00:00:01,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.10,tcp,1023,514
0.1,16,unknown,1,03/07/2000,10:50:37,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.112.10,ipv4-addr,202.77.162.213,tcp,1022,1022
0.1,17,unknown,1,03/07/2000,10:50:38,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.112.10,ipv4-addr,255.255.255.255,udp,32826,9325
0.1,18,unknown,1,03/07/2000,10:50:38,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.112.50,ipv4-addr,202.77.162.213,tcp,1023,514
0.1,19,unknown,1,03/07/2000,10:50:38,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.112.50,ipv4-addr,202.77.162.213,tcp,1023,514
0.1,20,unknown,1,03/07/2000,10:50:53,00:00:01,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,tcp,1023,514
0.1,21,unknown,1,03/07/2000,10:50:53,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.112.50,ipv4-addr,202.77.162.213,tcp,1023,1022
0.1,22,unknown,1,03/07/2000,10:50:54,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,172.16.112.50,ipv4-addr,255.255.255.255,udp,34459,9325
